marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	23982696	R2ZT5SJTE1CWEM	B0066AZGD4	136017760	Amazon eGift Card - Upload Your Photo - Gift for You	Gift Card	5	0	0	N	Y	Five Stars	Easy to order and arrived on time.	2015-08-31
US	15885687	RJNDXE8WWEWVL	B00XUUAB92	347974698	Amazon Gift Card - Print - Happy Father's Day (2015)	Gift Card	5	0	0	N	Y	Five Stars	Gift Cards are always a hit!	2015-08-31
US	1443277	R12LSPGZFJJXN4	B00CHQ6Y7I	775486538	Amazon.com Gift Card in a Greeting Card (Various Designs)	Gift Card	5	0	0	N	N	Five Stars	My brother loved it	2015-08-31
US	129145	R23FSYUXVFE7VR	B00Q5BO2D4	735352675	Amazon Gift Card - Print - Choose Wisely	Gift Card	4	0	0	N	Y	Four Stars	It was giving as a gift & they appreciated	2015-08-31
US	2194759	R1QG8MM4KAIE1L	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	I like it	2015-08-31
US	12819130	RXVHZ0RNEH4H8	B00XO1OZTY	979524286	Amazon eGift Card - Happy Father's Day (2015)	Gift Card	5	0	0	N	Y	Five Stars	Easy to buy and easy to use.	2015-08-31
US	128654	R5GHWZQAWS2KG	B00B2TFSO6	89375983	Amazon eGift Card - Thank You (Note)	Gift Card	5	0	0	N	Y	Exceptional Customer Service	Love Amazon Prime! Customer Service is exceptional.	2015-08-31
US	18935459	R1ULX14AWJU41X	B00H5BMH44	81025991	Amazon eGift Card - Hoops and Yoyo Cake Face (Animated) [Hallmark]	Gift Card	5	0	0	N	Y	Five Stars	Great for teenagers takes the guess work out of the gift giving.	2015-08-31
US	707405	R3R3SQ4B0WTR0T	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Everything it said it would be? I mean why ...	Everything it said it would be? I mean why am I writing a review. It's a gift card. You litterally get what you pay for.	2015-08-31
US	2584139	RO12QEHH72SDR	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	muy buen producto	2015-08-31
US	47184195	R3SILVKZXUV8TT	B00A4EK4YO	16766865	Amazon eGift Card - Thank You (Global)	Gift Card	5	0	0	N	Y	This was a fantastic and quick opportunity to get the recipient to received ...	This was a fantastic and quick opportunity to get the recipient to receive the gift within minutes.  You rock Amazon.	2015-08-31
US	33951372	R2R9R6KT4RPRPE	B007V6ETDK	924812503	Amazon eGift Card - Happy Birthday (Presents)	Gift Card	5	0	0	N	Y	birthday card	done quickly and efficiently, arrived in time for Granddaughter's birthday.  thank you	2015-08-31
US	128967	R1Z9IN86S2SGS4	BT00CTOY20	775486538	Amazon.com Gift Card in a Greeting Card (Various Designs)	Gift Card	5	1	1	N	Y	Five Stars	Great	2015-08-31
US	24213801	R1YWUHNKYV9IAN	B00B2TFSO6	89375983	Amazon eGift Card - Thank You (Note)	Gift Card	5	0	0	N	Y	The gift that will always please	This is the perfect way to send a gift that will always please.	2015-08-31
US	2587004	RDF0B5UEENDJW	B00US9QTGM	298664776	Amazon Allowance	Gift Card	5	0	0	N	Y	Great money saver	GREAT way to save up for Christmas	2015-08-31
US	4660637	R1MX00IKACHZYD	B00BWDH54I	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Birthday Card	This was a gift for a friend.	2015-08-31
US	16085129	R1OUF02P00VJD3	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Five Stars	Easy to use.	2015-08-31
US	7413847	R18R9O5PS4PP4G	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	4	1	1	N	Y	Cool!	Cool! But I think I should get interest on the balance!	2015-08-31
US	48997169	R1LPQJBIR45JNR	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Five Stars	Quick and easy	2015-08-31
US	46290704	RVHZSRHKOVHQ9	B00BWDH368	473048287	Amazon.com eGift Cards	Gift Card	5	3	3	N	Y	They both loved it!	I have recently sent this card to my fifteen year old granddaughter in New Zealand and my two year grandson in London.  They both loved it!!  No matter how many times I play it, it always brings a smile patricularly as I have a Jack Russell similar to the little one on the card.  What a great idea especially for family and friends living overseas.  Thank you Amazon!!	2015-08-31
US	50289781	R18RWVUHBRLGFO	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	The perfect gift	You can't go wrong with an Amazon gift card. My nephew is at that age where he is ready to buy himself things so I sent if for his birthday. He loved it and was very happy with what he purchased. If he got that excited, wait until his next birthday.	2015-08-31
US	46964427	R1I1VRJESCB9QB	BT00CTOYI4	384589818	Amazon.com $25 Gift Card in a Greeting Card (Amazon Surprise Box Design)	Gift Card	5	0	0	N	Y	PERFECT GIFT	Such an easy gift to give and so very appreciated.	2015-08-31
US	1418528	R12X4O98ABY2YF	B004W8D0Y4	685659858	Amazon eGift Card - Amazon Boxes	Gift Card	3	0	0	N	Y	Exactly what you'd expect	It's a gift card. Exactly what you'd expect, why does it need a review?	2015-08-31
US	8828941	R1I67Z3VE2HXHY	B00A48G0D4	848703272	Amazon eGift Card - Happy Birthday (Candles)	Gift Card	5	0	0	N	Y	Five Stars	So convenient for last minute gift!	2015-08-31
US	41139280	R2YTFPJ6W2EB45	B004LLIKVU	473048287	Amazon.com eGift Cards	Gift Card	5	0	0	N	Y	Five Stars	Excellent	2015-08-31
US	5518179	R2D5N9OVT9CPZW	B00B2TFH3I	494814395	Amazon eGift Card - New Baby Boy (Balloons)	Gift Card	5	0	0	N	Y	cash in was easy.	Arrived on time, cash in was easy.	2015-08-31
US	9742021	R2UI4ZN5A7DQ5E	B00IX1I3G6	926539283	Amazon.com Gift Card Balance Reload	Gift Card	5	0	0	N	Y	Five Stars	Very easy	2015-08-31
